Genus,Species,Tissue,LATITUDE,LONGITUDE,DATE,SAMPLE_TYP,NUMBER_IN_,MEAN_LENGT,TOTAL_LENG,MEAN_WEIGH,TOTAL_WEIG,MERCURY_BA,HG_CONCENT,FILLET_CON,DRY_WET_CO,WET_FILLET
Micropterus,salmoides,"Fillet, skin off",33.1933,-92.2153,1992-12-07,Composite,5,473,,1572,,Wet,3.17,,,3.17
Lepomis,macrochirus,"Fillet, skin off",33.1933,-92.2153,1992-12-07,Composite,5,194,,142,,Wet,0.76,,,0.76
Minytrema,melanops,"Fillet, skin off",33.1933,-92.2153,1992-12-07,Composite,5,391,,680,,Wet,0.63,,,0.63
Micropterus,salmoides,"Fillet, skin off",36.2569,-92.2319,1993-05-03,Composite,3,415,,1047,,Wet,0.47,,,0.47
Micropterus,salmoides,"Fillet, skin off",36.2569,-92.2319,1993-05-03,Composite,6,357,,670,,Wet,0.45,,,0.45
Micropterus,salmoides,"Fillet, skin off",36.2486,-92.2342,1994-04-27,Composite,5,319,,464,,Wet,0.1,,,0.1
Lepomis,macrochirus,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Specimen,1,,143,,30,Wet,0.93,,,0.93
Lepomis,microlophus,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Specimen,1,,198,,140,Wet,0.66,,,0.66
Amia,calva,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Composite,2,620,,2375,,Wet,2.19,,,2.19
Ictalurus,punctatus,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Composite,2,612,,2640,,Wet,1.54,,,1.54
Micropterus,salmoides,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Composite,3,395,,1040,,Wet,2.45,,,2.45
Esox,niger,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Composite,3,510,,907,,Wet,1.62,,,1.62
Minytrema,melanops,"Fillet, skin off",33.2408,-92.2444,1992-12-07,Composite,3,391,,683,,Wet,0.74,,,0.74
Micropterus,dolomieui,"Fillet, skin on",46.07544,-92.24594,1993-08-19,Specimen,1,,292.1,,380,Wet,0.22,,,0.22
Stizostedion,vitreum,"Fillet, skin on",46.07544,-92.24594,1993-08-19,Specimen,1,,429.26,660,660,Wet,0.4,,,0.4
Stizostedion,vitreum,"Fillet, skin on",46.07544,-92.24594,1993-08-19,Specimen,1,,434.34,740,740,Wet,0.33,,,0.33
Micropterus,dolomieui,"Fillet, skin on",46.07544,-92.24594,1993-08-19,Specimen,1,,426.72,1080,1080,Wet,0.39,,,0.39
Micropterus,dolomieui,"Fillet, skin on",46.07544,-92.24594,1993-08-19,Specimen,1,,431.8,1200,1200,Wet,0.51,,,0.51
Lepomis,macrochirus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,162.56,,90,Wet,0.1,,,0.1
Pomoxis,nigromaculatus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,208.28,,120,Wet,0.21,,,0.21
Pomoxis,nigromaculatus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,210.82,,130,Wet,0.19,,,0.19
Lepomis,macrochirus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,185.42,,130,Wet,0.29,,,0.29
Lepomis,macrochirus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,182.88,,130,Wet,0.17,,,0.17
Lepomis,macrochirus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,177.8,,130,Wet,0.16,,,0.16
Lepomis,macrochirus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,195.58,,150,Wet,0.18,,,0.18
Lepomis,macrochirus,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,200.66,,170,Wet,0.24,,,0.24
Micropterus,salmoides,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,289.56,,350,Wet,0.41,,,0.41
Micropterus,salmoides,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,332.74,530,530,Wet,0.36,,,0.36
Micropterus,salmoides,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,363.22,730,730,Wet,0.28,,,0.28
Micropterus,salmoides,"Fillet, skin on",44.8655,-92.24767,1991-10-09,Specimen,1,,421.64,1240,1240,Wet,0.42,,,0.42
Esox,niger,"Fillet, skin off",33.2389,-92.2558,1992-12-02,Composite,2,534,,925,,Wet,1.48,,,1.48
Lepisosteus,oculatus,"Fillet, skin off",33.2389,-92.2558,1992-12-02,Composite,2,633,,1065,,Wet,1.46,,,1.46
Ictiobus,cyprinellus,"Fillet, skin off",33.2389,-92.2558,1995-06-22,Composite,3,662,,6170,,Wet,0.68,,,0.68
Ictiobus,cyprinellus,"Fillet, skin off",33.2389,-92.2558,1995-06-22,Composite,4,502,,2068,,Wet,0.25,,,0.25
Micropterus,salmoides,"Fillet, skin off",33.2389,-92.2558,1992-12-02,Composite,5,400,,934,,Wet,1.56,,,1.56
Lepomis,macrochirus,"Fillet, skin off",33.2389,-92.2558,1992-12-02,Composite,5,189,,144,,Wet,0.52,,,0.52
Minytrema,melanops,"Fillet, skin off",33.2389,-92.2558,1992-12-02,Composite,5,364,,573,,Wet,0.23,,,0.23
Ictalurus,furcatus,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,1016,,13664.7,,Wet,1.588,,,1.588
Pomoxis,annularis,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,288,,297.7,,Wet,1.113,,,1.113
Amia,calva,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,530,,1474.2,,Wet,0.783,,,0.783
Amia,calva,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,440,,808,,Wet,0.738,,,0.738
Pomoxis,annularis,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,245,,181.4,,Wet,0.678,,,0.678
Aplodinotus,grunniens,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,237,,150.3,,Wet,0.663,,,0.663
Aplodinotus,grunniens,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,340,,538.7,,Wet,0.642,,,0.642
Cyprinus,carpio,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,605,,2891.7,,Wet,0.46,,,0.46
Cyprinus,carpio,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,508,,1729.4,,Wet,0.327,,,0.327
Ictalurus,furcatus,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,556,,1474.2,,Wet,0.309,,,0.309
Ictalurus,furcatus,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,400,,561.3,,Wet,0.258,,,0.258
Ictalurus,furcatus,"Fillet, skin off",29.78333,-92.2575,1995-07-26,Composite,,480,,1049,,Wet,0.242,,,0.242
Micropterus,salmoides,"Fillet, skin off",36.3231,-92.2606,1993-05-05,Composite,3,440,,1106,,Wet,0.7,,,0.7
Micropterus,salmoides,"Fillet, skin off",36.3231,-92.2606,1993-05-05,Composite,5,340,,516,,Wet,0.39,,,0.39
Amia,calva,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,4989.6,,Wet,1.375,,,1.375
Amia,calva,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,656,,3033.4,,Wet,1.023,,,1.023
Amia,calva,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,572,,1927.8,,Wet,1.019,,,1.019
Micropterus,salmoides,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,443,,1142.5,,Wet,0.889,,,0.889
Micropterus,salmoides,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,822.2,,Wet,0.772,,,0.772
Micropterus,salmoides,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,406,,813.1,,Wet,0.739,,,0.739
Pomoxis,nigromaculatus,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,326,,411.1,,Wet,0.646,,,0.646
Micropterus,salmoides,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,396.9,,Wet,0.604,,,0.604
Micropterus,salmoides,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,300,,226.8,,Wet,0.517,,,0.517
Micropterus,salmoides,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,318.9,,Wet,0.478,,,0.478
Lepomis,microlophus,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,252,,191.4,,Wet,0.421,,,0.421
Pomoxis,nigromaculatus,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,425.3,,Wet,0.42,,,0.42
Lepomis,microlophus,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,209,,78,,Wet,0.388,,,0.388
Pomoxis,nigromaculatus,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,148.8,,Wet,0.309,,,0.309
Lepomis,macrochirus,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,184.3,,Wet,0.3,,,0.3
Pomoxis,nigromaculatus,"Fillet, skin off",30.80944,-92.26833,1995-05-11,Composite,,264,,148.8,,Wet,0.283,,,0.283
Pomoxis,nigromaculatus,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,148.8,,Wet,0.148,,,0.148
Lepomis,microlophus,"Fillet, skin off",30.80944,-92.26833,1994-07-08,Composite,,,,122.8,,Wet,0.041,,,0.041
Cyprinus,carpio,Whole body,42.45195,-92.26862,1995-07-27,Composite,3,,,,,Wet,0.23,0.32857,,0.32857
Cyprinus,carpio,Whole body,42.45195,-92.26862,1992-09-02,Composite,3,,,,,Wet,0.22,0.31428,,0.31428
Cyprinus,carpio,Whole body,42.45195,-92.26862,1995-07-27,Composite,3,,,,,Wet,0.17,0.24285,,0.24285
Cyprinus,carpio,Whole body,42.45195,-92.26862,1992-09-02,Composite,3,,,,,Wet,0.13,0.18571,,0.18571
Cyprinus,carpio,Whole body,42.45195,-92.26862,1992-09-02,Composite,3,,,,,Wet,0.09,0.12857,,0.12857
Cyprinus,carpio,Whole body,42.45195,-92.26862,1993-09-23,Composite,3,,,,,Wet,0.05,0.07142,,0.07142
Cyprinus,carpio,Whole body,42.45195,-92.26862,1993-09-23,Composite,3,,,,,Wet,0.04,0.05714,,0.05714
Ictalurus,punctatus,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Specimen,1,,530,1130,1130,Wet,1.35,,,1.35
Esox,niger,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Composite,2,533,,940,,Wet,2.25,,,2.25
Amia,calva,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Composite,2,570,,1688,,Wet,1.9,,,1.9
Pomoxis,annularis,"Fillet, skin off",33.2883,-92.2736,1995-10-30,Composite,2,253,,195,,Wet,0.13,,,0.13
Pomoxis,nigromaculatus,"Fillet, skin off",33.2883,-92.2736,1995-10-30,Composite,3,208,,103,,Wet,0.35,,,0.35
Ictiobus,cyprinellus,"Fillet, skin off",33.2883,-92.2736,1995-10-30,Composite,4,619,,4683,,Wet,0.48,,,0.48
Micropterus,salmoides,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Composite,5,442,,1332,,Wet,2.06,,,2.06
Pomoxis,annularis,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Composite,5,365,,671,,Wet,1.42,,,1.42
Lepomis,macrochirus,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Composite,5,162,,79,,Wet,0.83,,,0.83
Minytrema,melanops,"Fillet, skin off",33.2883,-92.2736,1992-12-07,Composite,5,415,,806,,Wet,0.59,,,0.59
Amia,calva,"Fillet, skin off",33.9628,-92.2914,1993-02-08,Composite,3,519,,1193,,Wet,0.74,,,0.74
Micropterus,salmoides,"Fillet, skin off",33.9628,-92.2914,1993-02-08,Composite,5,417,,1167,,Wet,1.08,,,1.08
Minytrema,melanops,"Fillet, skin off",33.9628,-92.2914,1993-02-08,Composite,5,369,,616,,Wet,0.51,,,0.51
Pomoxis,0,"Fillet, skin off",33.9628,-92.2914,1993-02-08,Composite,5,242,,189,,Wet,0.43,,,0.43
Micropterus,salmoides,"Fillet, skin off",31.58056,-92.30972,1993-07-27,Composite,,,,1723.6,,Wet,0.002,,,0.002
Lepomis,macrochirus,"Fillet, skin off",31.58056,-92.30972,1993-07-27,Composite,,,,113.4,,Wet,0.001,,,0.001
Pomoxis,annularis,"Fillet, skin off",31.58056,-92.30972,1993-07-27,Composite,,,,362.88,,Wet,0.001,,,0.001
Micropterus,punctulatus,"Fillet, skin off",31.58056,-92.30972,1993-07-27,Composite,,,,468.72,,Wet,0.001,,,0.001
Micropterus,salmoides,"Fillet, skin off",31.58056,-92.30972,1993-07-27,Composite,,,,476.28,,Wet,0.001,,,0.001
Ictiobus,cyprinellus,"Fillet, skin off",31.58056,-92.30972,1993-07-27,Composite,,,,2528.8,,Wet,0.001,,,0.001
Lepomis,macrochirus,"Fillet, skin on",45.4465,-92.31534,1991-08-01,Specimen,1,,172.72,,130,Wet,0.12,,,0.12
Micropterus,salmoides,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,360.68,660,660,Wet,0.18,,,0.18
Esox,lucius,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,485.14,700,700,Wet,0.19,,,0.19
Micropterus,salmoides,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,330.2,700,700,Wet,0.17,,,0.17
Esox,lucius,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,495.3,720,720,Wet,0.19,,,0.19
Micropterus,salmoides,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,358.14,800,800,Wet,0.29,,,0.29
Esox,lucius,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,530.86,810,810,Wet,0.3,,,0.3
Esox,lucius,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,513.08,830,830,Wet,0.24,,,0.24
Micropterus,salmoides,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,393.7,900,900,Wet,0.34,,,0.34
Esox,lucius,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,599.44,1250,1250,Wet,0.26,,,0.26
Micropterus,salmoides,"Fillet, skin on",45.4465,-92.31534,1992-09-28,Specimen,1,,406.4,1260,1260,Wet,0.34,,,0.34
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,335.28,380,380,Wet,0.15,,,0.15
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,408.94,410,410,Wet,0.15,,,0.15
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,355.6,420,420,Wet,0.13,,,0.13
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,355.6,430,430,Wet,0.19,,,0.19
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,508,440,440,Wet,0.25,,,0.25
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,487.68,580,580,Wet,0.29,,,0.29
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,469.9,590,590,Wet,0.21,,,0.21
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,459.74,670,670,Wet,0.27,,,0.27
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,485.14,720,720,Wet,0.18,,,0.18
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,459.74,720,720,Wet,0.28,,,0.28
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,419.1,750,750,Wet,0.25,,,0.25
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,431.8,780,780,Wet,0.35,,,0.35
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,500.38,810,810,Wet,0.3,,,0.3
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,449.58,890,890,Wet,0.22,,,0.22
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,525.78,900,900,Wet,0.12,,,0.12
Esox,lucius,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,523.24,960,960,Wet,0.22,,,0.22
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,480.06,980,980,Wet,0.17,,,0.17
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,454.66,1000,1000,Wet,0.26,,,0.26
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,474.98,1010,1010,Wet,0.33,,,0.33
Stizostedion,vitreum,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Specimen,1,,469.9,1060,1060,Wet,0.35,,,0.35
Catostomus,commersoni,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Composite,8,452.12,,1140,,Wet,0.33,,,0.33
Lepomis,macrochirus,"Fillet, skin on",47.8311,-92.3161,1997-08-14,Composite,10,152.4,,90,,Wet,0.041,,,0.041
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,264.16,,158.76,Wet,0.27,,,0.27
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,289.56,,217.728,Wet,0.3,,,0.3
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,314.96,,267.624,Wet,0.34,,,0.34
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,368.3,299.376,299.376,Wet,0.23,,,0.23
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,386.08,317.52,317.52,Wet,0.3,,,0.3
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,373.38,317.52,317.52,Wet,0.24,,,0.24
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,342.9,358.344,358.344,Wet,0.34,,,0.34
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,345.44,367.416,367.416,Wet,0.44,,,0.44
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,353.06,408.24,408.24,Wet,0.34,,,0.34
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,419.1,417.312,417.312,Wet,0.39,,,0.39
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,421.64,439.992,439.992,Wet,0.21,,,0.21
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,419.1,439.992,439.992,Wet,0.33,,,0.33
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,370.84,449.064,449.064,Wet,0.6,,,0.6
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,370.84,458.136,458.136,Wet,0.51,,,0.51
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,434.34,467.208,467.208,Wet,0.32,,,0.32
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,396.24,517.104,517.104,Wet,0.4,,,0.4
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,391.16,517.104,517.104,Wet,0.34,,,0.34
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,403.86,548.856,548.856,Wet,0.41,,,0.41
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,469.9,580.608,580.608,Wet,0.33,,,0.33
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,398.78,589.68,589.68,Wet,0.68,,,0.68
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,464.82,607.824,607.824,Wet,0.5,,,0.5
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,482.6,630.504,630.504,Wet,0.61,,,0.61
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,408.94,666.792,666.792,Wet,0.31,,,0.31
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,416.56,680.4,680.4,Wet,0.44,,,0.44
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,513.08,698.544,698.544,Wet,0.24,,,0.24
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,426.72,716.688,716.688,Wet,0.61,,,0.61
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,439.42,780.192,780.192,Wet,0.64,,,0.64
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,447.04,816.48,816.48,Wet,0.53,,,0.53
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,533.4,830.088,830.088,Wet,0.42,,,0.42
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,556.26,898.128,898.128,Wet,0.42,,,0.42
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,584.2,1115.856,1115.856,Wet,0.65,,,0.65
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,523.24,1238.328,1238.328,Wet,1.05,,,1.05
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,510.54,1238.328,1238.328,Wet,1.1,,,1.1
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,596.9,1306.368,1306.368,Wet,0.55,,,0.55
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,566.42,1637.496,1637.496,Wet,0.62,,,0.62
Stizostedion,vitreum,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,561.34,1778.112,1778.112,Wet,1.4,,,1.4
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,711.2,2277.072,2277.072,Wet,0.7,,,0.7
Esox,lucius,"Fillet, skin on",47.49,-92.3167,1996-07-17,Specimen,1,,896.62,4472.496,4472.496,Wet,0.85,,,0.85
Catostomus,commersoni,"Fillet, skin on",47.49,-92.3167,1996-07-17,Composite,5,477.52,,1301.832,,Wet,0.22,,,0.22
Perca,flavescens,"Fillet, skin on",47.49,-92.3167,1996-07-17,Composite,10,256.54,,244.944,,Wet,0.35,,,0.35
Micropterus,salmoides,"Fillet, skin off",35.6517,-92.3222,1993-11-04,Composite,3,439,,1236,,Wet,0.48,,,0.48
Micropterus,salmoides,"Fillet, skin off",35.6517,-92.3222,1993-11-04,Composite,5,359,,718,,Wet,0.33,,,0.33
Pomoxis,nigromaculatus,"Fillet, skin off",33.6228,-92.3239,1992-11-23,Composite,3,182,,73,,Wet,0.73,,,0.73
Amia,calva,"Fillet, skin off",33.6228,-92.3239,1992-11-23,Composite,5,495,,1542,,Wet,1.18,,,1.18
Micropterus,salmoides,"Fillet, skin off",33.6228,-92.3239,1992-11-23,Composite,5,340,,604,,Wet,0.9,,,0.9
Minytrema,melanops,"Fillet, skin off",33.6228,-92.3239,1992-11-23,Composite,5,328,,381,,Wet,0.76,,,0.76
Lepomis,macrochirus,"Fillet, skin off",33.6228,-92.3239,1992-11-23,Composite,5,158,,74,,Wet,0.57,,,0.57
Micropterus,salmoides,"Fillet, skin off",36.41,-92.3261,1993-05-20,Composite,3,414,,904,,Wet,0.43,,,0.43
Micropterus,salmoides,"Fillet, skin off",36.41,-92.3261,1993-05-20,Composite,5,362,,609,,Wet,0.35,,,0.35
Unknown,unknown,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Specimen,1,,385,690,690,Wet,0.84,,,0.84
Ictalurus,punctatus,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Composite,2,525,,1233,,Wet,1.58,,,1.58
Micropterus,salmoides,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Composite,5,366,,1098,,Wet,1.56,,,1.56
Pomoxis,nigromaculatus,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Composite,5,219,,136,,Wet,1.04,,,1.04
Amia,calva,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Composite,5,550,,1580,,Wet,0.98,,,0.98
Minytrema,melanops,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Composite,5,345,,447,,Wet,0.8,,,0.8
Lepomis,macrochirus,"Fillet, skin off",33.4317,-92.3367,1992-11-23,Composite,5,178,,99,,Wet,0.61,,,0.61
Esox,lucius,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Specimen,1,,784.86,,,Wet,0.68,,,0.68
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1996-08-08,Specimen,1,,441.96,639.576,639.576,Wet,0.41,,,0.41
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Specimen,1,,535.94,1360.8,1360.8,Wet,0.4,,,0.4
Stizostedion,vitreum,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Specimen,1,,581.66,2041.2,2041.2,Wet,0.63,,,0.63
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1996-08-08,Specimen,1,,734.06,3293.136,3293.136,Wet,1.5,,,1.5
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Specimen,1,,749.3,3946.32,3946.32,Wet,0.85,,,0.85
Esox,lucius,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Specimen,1,,911.86,4626.72,4626.72,Wet,0.96,,,0.96
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1996-08-08,Composite,2,513.08,,1088.64,,Wet,0.31,,,0.31
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1996-08-08,Composite,2,320.04,,294.84,,Wet,0.28,,,0.28
Esox,lucius,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,2,388.62,,362.88,,Wet,0.22,,,0.22
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,2,678.18,,0,,Wet,0.21,,,0.21
Salvelinus,namaycush,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,2,358.14,,0,,Wet,0.1,,,0.1
Coregonus,clupeaformis,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,2,426.72,,0,,Wet,0.042,,,0.042
Stizostedion,vitreum,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,3,459.74,,997.92,,Wet,0.68,,,0.68
Esox,lucius,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,3,716.28,,0,,Wet,0.6,,,0.6
Stizostedion,vitreum,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,3,505.46,,1406.16,,Wet,0.5,,,0.5
Esox,lucius,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,3,632.46,,0,,Wet,0.43,,,0.43
Stizostedion,vitreum,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,3,327.66,,317.52,,Wet,0.35,,,0.35
Esox,lucius,"Fillet, skin on",48.5575,-92.3431,1994-07-15,Composite,3,485.14,,589.68,,Wet,0.32,,,0.32
