Genus,Species,Tissue,LATITUDE,LONGITUDE,DATE,SAMPLE_TYP,NUMBER_IN_,MEAN_LENGT,TOTAL_LENG,MEAN_WEIGH,TOTAL_WEIG,MERCURY_BA,HG_CONCENT,FILLET_CON,DRY_WET_CO,WET_FILLET
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,471,860,860,Wet,0.06,,,0.06
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-28,Specimen,1,,466,890,890,Wet,0.13,,,0.13
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,459,890,890,Wet,0.22,,,0.22
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-28,Specimen,1,,474,895,895,Wet,0.16,,,0.16
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,485,905,905,Wet,0.14,,,0.14
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,475,920,920,Wet,0.14,,,0.14
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,478,940,940,Wet,0.14,,,0.14
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,487,985,985,Wet,0.16,,,0.16
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,515,1130,1130,Wet,0.2,,,0.2
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,499,1200,1200,Wet,0.09,,,0.09
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,545,1530,1530,Wet,0.26,,,0.26
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,577,1740,1740,Wet,0.18,,,0.18
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,623,1990,1990,Wet,0.45,,,0.45
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,626,2245,2245,Wet,0.45,,,0.45
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,618,2275,2275,Wet,0.35,,,0.35
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,651,2335,2335,Wet,0.44,,,0.44
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,618,2375,2375,Wet,0.48,,,0.48
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,652,3050,3050,Wet,0.51,,,0.51
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,695,3335,3335,Wet,0.86,,,0.86
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,733,3610,3610,Wet,0.68,,,0.68
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,712,8900,8900,Wet,0.58,,,0.58
Ambloplites,rupestris,"Fillet, skin on",40.59611,-77.57334,1993-08-24,Composite,5,,,,,Wet,0.19,,,0.19
Unknown,unknown,Unknown,40.85584,-77.57417,1992-09-18,Unknown,,,,,,Dry,0.2,,0.043,0.03225
Unknown,unknown,Unknown,40.85584,-77.57417,1992-09-18,Unknown,,,,,,Dry,0.2,,0.043,0.03225
Lepomis,auritus,"Fillet, skin unknown",35.25806,-77.58584,1995-05-25,Specimen,1,,187,,158.5,Wet,0.08,,,0.08
Micropterus,salmoides,"Fillet, skin unknown",35.25806,-77.58584,1995-05-25,Specimen,1,,320,,444,Wet,0.14,,,0.14
Ictalurus,punctatus,"Fillet, skin unknown",35.25806,-77.58584,1995-05-25,Specimen,1,,425,662,662,Wet,0.1,,,0.1
Ictalurus,punctatus,"Fillet, skin unknown",35.25806,-77.58584,1995-05-25,Specimen,1,,480,957,957,Wet,0.08,,,0.08
Micropterus,salmoides,"Fillet, skin unknown",35.25806,-77.58584,1995-05-25,Specimen,1,,450,1168,1168,Wet,0.43,,,0.43
Cyprinus,carpio,Whole body,35.25806,-77.58584,1990-11-28,Specimen,1,,660,5875,5875,Wet,0.32,0.45714,,0.45714
Lepomis,macrochirus,"Fillet, skin unknown",35.25806,-77.58584,1990-11-28,Composite,2,236,,264.5,,Wet,0.33,,,0.33
Esox,niger,"Fillet, skin unknown",35.25806,-77.58584,1990-11-28,Composite,3,483,,1029,,Wet,0.82,,,0.82
Amia,calva,"Fillet, skin unknown",35.25806,-77.58584,1990-11-28,Composite,6,559,,1732.3,,Wet,0.82,,,0.82
Lepisosteus,osseus,Whole body,35.25806,-77.58584,1990-11-28,Composite,6,662,,748,,Wet,1.1,1.57143,,1.57143
Moxostoma,erythrurum,Whole body,35.25806,-77.58584,1990-11-28,Composite,6,428,,1019,,Wet,0.3,0.42857,,0.42857
Lepomis,auritus,"Fillet, skin unknown",35.25806,-77.58584,1990-11-28,Composite,10,159,,73.5,,Wet,0.2,,,0.2
Lepomis,macrochirus,"Fillet, skin unknown",35.25806,-77.58584,1990-11-28,Composite,16,148,,67.2,,Wet,0.14,,,0.14
Micropterus,salmoides,"Fillet, skin unknown",35.25806,-77.58584,1990-11-28,Composite,19,265,,288,,Wet,0.56,,,0.56
Amia,calva,"Fillet, skin unknown",36.42917,-77.59306,1995-09-20,Specimen,1,,395,621,621,Wet,0.13,,,0.13
Amia,calva,"Fillet, skin unknown",36.42917,-77.59306,1995-09-20,Specimen,1,,420,686,686,Wet,0.13,,,0.13
Amia,calva,"Fillet, skin unknown",36.42917,-77.59306,1995-09-20,Specimen,1,,460,992,992,Wet,0.11,,,0.11
Amia,calva,"Fillet, skin unknown",36.42917,-77.59306,1995-09-20,Specimen,1,,535,1223,1223,Wet,0.67,,,0.67
Amia,calva,"Fillet, skin unknown",36.42917,-77.59306,1995-09-20,Specimen,1,,575,2394,2394,Wet,0.56,,,0.56
Amia,calva,"Fillet, skin unknown",36.42917,-77.59306,1995-09-20,Specimen,1,,640,2701,2701,Wet,0.68,,,0.68
Moxostoma,erythrurum,Whole body,36.42917,-77.59306,1990-09-05,Composite,2,427,,894,,Wet,0.08,0.11428,,0.11428
Micropterus,salmoides,"Fillet, skin unknown",36.42917,-77.59306,1990-09-05,Composite,3,296,,366.3,,Wet,0.24,,,0.24
Cyprinus,carpio,Whole body,36.42917,-77.59306,1990-09-05,Composite,5,342,,54.8,,Wet,0.05,0.07142,,0.07142
Lepomis,macrochirus,"Fillet, skin unknown",36.42917,-77.59306,1990-09-05,Composite,8,173,,110.3,,Wet,0.07,,,0.07
Ictalurus,punctatus,"Fillet, skin unknown",36.42917,-77.59306,1990-09-05,Composite,9,402,,540.2,,Wet,0.08,,,0.08
Ictalurus,catus,"Fillet, skin unknown",36.42917,-77.59306,1990-09-05,Composite,10,269,,258.9,,Wet,0.04,,,0.04
Unknown,unknown,Unknown,40.66167,-77.60028,1995-06-15,Unknown,,,,,,Dry,0.1,,0.0215,0.016125
Micropterus,salmoides,"Fillet, skin on",41.04561,-77.60931,1994-09-21,Composite,5,,,,,Wet,0.09,,,0.09
Oncorhynchus,kisutch,"Fillet, skin on",38.35973,-77.68612,1991-07-16,Composite,6,16332.2,,9979.0328,,Wet,0.05,,,0.05
Etheostoma,whipplei,"Fillet, skin on",38.35973,-77.68612,1991-07-16,Composite,6,18313.4,,12246.9948,,Wet,0.05,,,0.05
Unknown,unknown,Whole body,38.35973,-77.68612,1991-07-16,Composite,6,17830.8,,7257.4784,,Wet,0.05,0.07142,,0.07142
Salmo,trutta,"Fillet, skin on",41.38945,-77.69112,1995-09-15,Composite,5,,,,,Wet,0.18,,,0.18
Oncorhynchus,mykiss,"Fillet, skin unknown",39.59444,-77.71111,1993-10-07,Specimen,1,,400,0,,Wet,0.027,,,0.027
Catostomus,commersoni,"Fillet, skin unknown",39.59444,-77.71111,1993-10-07,Composite,5,,,,,Wet,0.072,,,0.072
Ambloplites,rupestris,"Fillet, skin unknown",39.59444,-77.71111,1993-10-07,Composite,5,,,,,Wet,0.056,,,0.056
Catostomus,commersoni,Whole body,39.59444,-77.71111,1993-10-07,Composite,5,,,,,Wet,0.029,0.04142,,0.04142
Salmo,trutta,"Fillet, skin on",40.97528,-77.74306,1994-09-07,Composite,5,,,,,Wet,0.04,,,0.04
Salmo,trutta,"Fillet, skin on",40.89306,-77.77028,1994-09-14,Composite,5,,,,,Wet,0.05,,,0.05
Salmo,trutta,"Fillet, skin on",40.9075,-77.78112,1995-08-22,Composite,5,,,,,Wet,0.09,,,0.09
Salmo,trutta,"Fillet, skin on",40.9075,-77.78112,1995-08-22,Composite,5,,,,,Wet,0.07,,,0.07
Salmo,trutta,"Fillet, skin on",40.9075,-77.78112,1994-09-14,Composite,5,,,,,Wet,0.04,,,0.04
Salmo,trutta,"Fillet, skin on",40.93278,-77.7875,1994-09-20,Composite,5,,,,,Wet,0.06,,,0.06
Ambloplites,rupestris,"Fillet, skin on",39.74195,-77.79473,1995-08-08,Composite,5,,,,,Wet,0.21,,,0.21
Ictalurus,punctatus,Whole body,39.435,-77.80306,1993-09-14,Specimen,1,,555,0,,Wet,0.109,0.15571,,0.15571
Ictalurus,punctatus,Whole body,39.435,-77.80306,1993-10-27,Specimen,1,,390,0,,Wet,0.043,0.06142,,0.06142
Ictalurus,punctatus,Whole body,39.435,-77.80306,1993-10-27,Specimen,1,,380,0,,Wet,0.028,0.04,,0.04
Micropterus,dolomieui,Whole body,39.435,-77.80306,1993-09-14,Specimen,1,,320,,,Wet,0.141,0.20142,,0.20142
Ictalurus,punctatus,"Fillet, skin unknown",39.435,-77.80306,1993-10-27,Composite,5,,,,,Wet,0.082,,,0.082
Micropterus,dolomieui,"Fillet, skin unknown",39.435,-77.80306,1993-09-14,Composite,5,,,,,Wet,0.062,,,0.062
Caranx,ignoblis,"Fillet, skin on",38.53,-77.81389,1991-07-02,Composite,5,14884.4,,6803.886,,Wet,0.05,,,0.05
Etheostoma,whipplei,"Fillet, skin on",38.53,-77.81389,1991-07-02,Composite,5,15748,,7711.0708,,Wet,0.05,,,0.05
Unknown,unknown,Whole body,38.53,-77.81389,1991-07-02,Composite,6,17272,,5896.7012,,Wet,0.05,0.07142,,0.07142
Salmo,trutta,"Fillet, skin on",40.85695,-77.82139,1994-09-20,Composite,5,,,,,Wet,0.1,,,0.1
Micropterus,dolomieui,"Fillet, skin unknown",39.60306,-77.82194,1993-10-05,Specimen,1,,375,0,,Wet,0.165,,,0.165
Ictalurus,natalis,Whole body,39.60306,-77.82194,1993-10-05,Specimen,1,,260,,,Wet,0.03,0.04285,,0.04285
Moxostoma,macrolepidotum,Whole body,39.60306,-77.82194,1993-10-05,Composite,2,,,,,Wet,0.054,0.07714,,0.07714
Moxostoma,macrolepidotum,Whole body,39.60306,-77.82194,1993-10-05,Composite,3,,,,,Wet,0.029,0.04142,,0.04142
Micropterus,dolomieui,"Fillet, skin unknown",39.60306,-77.82194,1993-10-05,Composite,4,,,,,Wet,0.112,,,0.112
Moxostoma,macrolepidotum,"Fillet, skin unknown",39.60306,-77.82194,1993-10-05,Composite,5,,,,,Wet,0.086,,,0.086
Salmo,trutta,"Fillet, skin on",40.80889,-77.82639,1993-09-10,Composite,5,,,,,Wet,0.15,,,0.15
Salmo,trutta,"Fillet, skin on",40.82028,-77.82695,1994-09-20,Composite,5,,,,,Wet,0.09,,,0.09
Salmo,trutta,"Fillet, skin on",40.80834,-77.83639,1993-09-10,Composite,5,,,,,Wet,0.1,,,0.1
Pomoxis,nigromaculatus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,175,,110.8,Wet,0.15,,,0.15
Pomoxis,nigromaculatus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,250,,206,Wet,0.08,,,0.08
Ictalurus,catus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,247,,210,Wet,0.1,,,0.1
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,276,,257,Wet,0.12,,,0.12
Lepomis,macrochirus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,245,,288,Wet,0.21,,,0.21
Lepomis,macrochirus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,241,,289,Wet,0.15,,,0.15
Ictalurus,nebulosus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,283,,315,Wet,0.13,,,0.13
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,289,,326,Wet,0.12,,,0.12
Pomoxis,nigromaculatus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,284,,327,Wet,0.08,,,0.08
Lepomis,macrochirus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,271,,354,Wet,0.22,,,0.22
Lepomis,macrochirus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,260,,359,Wet,0.09,,,0.09
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,307,,374,Wet,0.15,,,0.15
Ictalurus,punctatus,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,365,399,399,Wet,0.06,,,0.06
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,320,,446,Wet,0.14,,,0.14
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,312,,465,Wet,0.12,,,0.12
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,356,663,663,Wet,0.18,,,0.18
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,418,950,950,Wet,0.27,,,0.27
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,415,969,969,Wet,0.29,,,0.29
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,445,1156,1156,Wet,0.85,,,0.85
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,428,1202,1202,Wet,0.47,,,0.47
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,464,1487,1487,Wet,0.48,,,0.48
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,435,1487,1487,Wet,0.4,,,0.4
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,505,1982,1982,Wet,0.59,,,0.59
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,465,2062,2062,Wet,0.54,,,0.54
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1992-06-11,Specimen,1,,531,2136,2136,Wet,0.77,,,0.77
Cyprinus,carpio,Whole body,35.89861,-77.88612,1992-06-11,Specimen,1,,671,4543,4543,Wet,0.05,0.07142,,0.07142
Cyprinus,carpio,Whole body,35.89861,-77.88612,1992-06-11,Specimen,1,,705,5382,5382,Wet,0.13,0.18571,,0.18571
Cyprinus,carpio,Whole body,35.89861,-77.88612,1992-06-11,Specimen,1,,760,6848,6848,Wet,0.12,0.17142,,0.17142
Esox,niger,"Fillet, skin unknown",35.89861,-77.88612,1990-11-27,Composite,3,434,,621,,Wet,0.43,,,0.43
Ictalurus,punctatus,"Fillet, skin unknown",35.89861,-77.88612,1990-11-27,Composite,5,391,,580,,Wet,0.22,,,0.22
Lepomis,macrochirus,"Fillet, skin unknown",35.89861,-77.88612,1990-11-27,Composite,9,180,,130,,Wet,0.1,,,0.1
Micropterus,salmoides,"Fillet, skin unknown",35.89861,-77.88612,1990-11-27,Composite,10,393,,989.5,,Wet,0.4,,,0.4
Perca,flavescens,"Fillet, skin unknown",35.89861,-77.88612,1990-11-27,Composite,10,174,,74.5,,Wet,0.2,,,0.2
Pomoxis,annularis,"Fillet, skin unknown",35.89861,-77.88612,1990-11-27,Composite,10,255,,248.5,,Wet,0.08,,,0.08
Caranx,ignoblis,"Fillet, skin on",39.12456,-77.89156,1992-07-16,Composite,5,,,,,Wet,0.03,,,0.03
Etheostoma,whipplei,"Fillet, skin on",39.12456,-77.89156,1992-07-16,Composite,5,,,,,Wet,0.03,,,0.03
Amphistichus,koelzi,Whole body,39.12456,-77.89156,1992-07-16,Composite,5,,,,,Wet,0.04,0.05714,,0.05714
Amia,calva,Whole body,36.11167,-77.92112,1990-07-27,Specimen,1,,252,,175,Wet,0.13,0.18571,,0.18571
Anguilla,rostrata,Whole body,36.11167,-77.92112,1990-07-27,Specimen,1,,,,2150,Wet,0.2,0.28571,,0.28571
Pylodictis,olivaris,"Fillet, skin unknown",34.2375,-77.95417,1990-09-19,Composite,3,469,,1277,,Wet,0.18,,,0.18
Ictalurus,furcatus,"Fillet, skin unknown",34.2375,-77.95417,1990-09-19,Composite,4,332,,231,,Wet,0.14,,,0.14
Acipenser,oxyrhynchus,"Fillet, skin unknown",34.2375,-77.95417,1990-09-19,Composite,4,508,,593.7,,Wet,0.07,,,0.07
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,265,,278,Wet,0.27,,,0.27
Lepomis,macrochirus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,230,,280,Wet,0.14,,,0.14
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,280,,329,Wet,0.26,,,0.26
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,270,,336,Wet,0.27,,,0.27
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,280,,337,Wet,0.15,,,0.15
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,295,,416,Wet,0.29,,,0.29
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,310,,446,Wet,0.33,,,0.33
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,330,507,507,Wet,0.36,,,0.36
Lepomis,macrochirus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,290,,528,Wet,0.45,,,0.45
Morone,saxatilis,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,370,540,540,Wet,0.22,,,0.22
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,335,549,549,Wet,0.26,,,0.26
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,330,550,550,Wet,0.42,,,0.42
Pylodictis,olivaris,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,390,655,655,Wet,0.13,,,0.13
Morone,saxatilis,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,420,739,739,Wet,0.08,,,0.08
Morone,saxatilis,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,430,785,785,Wet,0.09,,,0.09
Morone,saxatilis,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,430,867,867,Wet,0.09,,,0.09
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,400,891,891,Wet,0.4,,,0.4
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,470,929,929,Wet,0.11,,,0.11
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,485,940,940,Wet,1.1,,,1.1
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,465,952,952,Wet,0.16,,,0.16
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,500,1066,1066,Wet,0.63,,,0.63
Ictalurus,furcatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,495,1154,1154,Wet,0.2,,,0.2
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,515,1167,1167,Wet,0.65,,,0.65
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,530,1375,1375,Wet,0.16,,,0.16
Pylodictis,olivaris,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,490,1402,1402,Wet,0.29,,,0.29
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,575,1636,1636,Wet,0.96,,,0.96
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,560,1690,1690,Wet,0.78,,,0.78
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,500,1690,1690,Wet,0.19,,,0.19
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,500,1761,1761,Wet,0.75,,,0.75
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,570,1794,1794,Wet,0.49,,,0.49
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,510,1919,1919,Wet,1.4,,,1.4
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,565,1921,1921,Wet,0.13,,,0.13
Micropterus,salmoides,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,530,2255,2255,Wet,1.1,,,1.1
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,575,2433,2433,Wet,0.16,,,0.16
Amia,calva,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,650,2592,2592,Wet,0.98,,,0.98
Ictalurus,punctatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,570,2664,2664,Wet,0.16,,,0.16
Ictalurus,furcatus,"Fillet, skin unknown",35.33723,-77.9975,1994-02-25,Specimen,1,,625,2718,2718,Wet,0.43,,,0.43
Lepisosteus,osseus,"Fillet, skin unknown",35.3372,-77.9975,1992-07-02,Specimen,1,,5770,406,406,Wet,0.72,,,0.72
Esox,niger,"Fillet, skin unknown",35.3372,-77.9975,1992-07-02,Specimen,1,,5110,798,798,Wet,1,,,1
Amia,calva,"Fillet, skin unknown",35.3372,-77.9975,1992-07-02,Composite,3,551,,1593,,Wet,1.2,,,1.2
Ictalurus,punctatus,"Fillet, skin unknown",35.3372,-77.9975,1992-07-02,Composite,3,542,,1337,,Wet,0.27,,,0.27
Cyprinus,carpio,Whole body,35.3372,-77.9975,1992-07-02,Composite,6,567,,2792,,Wet,0.17,0.24285,,0.24285
Micropterus,salmoides,"Fillet, skin unknown",35.3372,-77.9975,1992-07-02,Composite,7,344,,796,,Wet,0.88,,,0.88
Moxostoma,erythrurum,Whole body,35.3372,-77.9975,1992-07-02,Composite,7,451,,1013,,Wet,0.32,0.45714,,0.45714
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,260,,21.9,Wet,0.78,,,0.78
Lepomis,macrochirus,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,190,,120,Wet,0.37,,,0.37
Lepomis,macrochirus,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,210,,176,Wet,0.23,,,0.23
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,255,,206,Wet,0.73,,,0.73
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,275,,246,Wet,0.58,,,0.58
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,290,,293,Wet,0.53,,,0.53
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,290,,358,Wet,0.62,,,0.62
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,300,,398,Wet,0.55,,,0.55
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,465,1554,1554,Wet,1.3,,,1.3
Micropterus,salmoides,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Specimen,1,,500,1835,1835,Wet,1.8,,,1.8
Lepomis,macrochirus,"Fillet, skin unknown",34.04667,-78.03778,1993-08-19,Composite,6,152,,70.8,,Wet,0.17,,,0.17
Stizostedion,vitreum,"Fillet, skin on",39.91362,-78.05889,1990-04-05,Composite,5,,,,,Wet,0.27,,,0.27
Micropterus,dolomieui,"Fillet, skin on",39.72306,-78.06028,1995-08-09,Composite,5,,,,,Wet,0.36,,,0.36
Esox,niger,"Fillet, skin on",40.91731,-78.06109,1990-04-19,Composite,5,,,,,Wet,0.52,,,0.52
Esox,niger,"Fillet, skin on",40.91731,-78.06109,1992-04-14,Composite,5,,,,,Dry,2.84,,0.6106,0.45795
Perca,flavescens,"Fillet, skin on",40.91731,-78.06109,1990-04-19,Composite,5,,,,,Wet,0.21,,,0.21
Perca,flavescens,"Fillet, skin on",40.91731,-78.06109,1992-04-14,Composite,5,,,,,Dry,0.835,,0.17952,0.13464
Micropterus,salmoides,"Fillet, skin unknown",35.7,-78.0833,1990-08-29,Specimen,1,,351,604,604,Wet,0.1,,,0.1
Micropterus,salmoides,"Fillet, skin unknown",35.7,-78.0833,1990-08-29,Specimen,1,,362,750,750,Wet,0.19,,,0.19
Micropterus,salmoides,"Fillet, skin unknown",35.7,-78.0833,1990-08-29,Specimen,1,,430,1420,1420,Wet,0.21,,,0.21
Micropterus,salmoides,"Fillet, skin unknown",35.7,-78.0833,1990-08-29,Specimen,1,,450,1759,1759,Wet,0.17,,,0.17
Salmo,trutta,"Fillet, skin on",40.60917,-78.13639,1993-08-25,Composite,5,,,,,Wet,0.16,,,0.16
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,280,,281,Wet,0.34,,,0.34
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,310,,366,Wet,0.36,,,0.36
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,305,,372,Wet,0.48,,,0.48
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,300,,385,Wet,0.24,,,0.24
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,310,,387,Wet,0.21,,,0.21
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,300,,387,Wet,0.25,,,0.25
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,315,,398,Wet,0.38,,,0.38
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,330,461,461,Wet,0.38,,,0.38
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,345,483,483,Wet,0.26,,,0.26
Micropterus,salmoides,"Fillet, skin unknown",35.71528,-78.1375,1995-05-23,Specimen,1,,330,485,485,Wet,0.22,,,0.22
